,Total_length,Mavlink_Count,Status
952,126564,0,1
953,149668,0,1
954,148614,0,1
955,59024,0,1
956,61653,14,1
957,53189,35,1
958,137326,30,1
959,70859,32,1
960,165602,31,1
961,115337,13,1
962,172091,8,1
963,119156,0,1
964,84320,0,1
965,88536,0,1
966,95178,13,1
967,60581,6,1
968,0,0,1
969,1167,11,1
970,0,0,1
971,0,0,1
972,0,0,1
973,0,0,1
974,69931,12,1
975,110364,38,1
976,117414,1,1
977,102940,3,1
978,119055,9,1
979,79712,21,1
980,94092,31,1
981,109759,32,1
982,168,2,1
983,0,0,1
984,0,0,1
985,0,0,1
986,160359,21,1
987,104007,31,1
988,119748,0,1
989,113685,8,1
990,3286,31,1
991,144088,32,1
992,145053,29,1
993,144467,13,1
994,159188,1,1
995,108299,30,1
996,192135,31,1
997,2050,9,1
998,125508,1,1
999,155992,0,1
1000,163774,0,1
1001,151796,0,1
1002,238220,0,1
1003,211362,0,1
1004,114797,13,1
1005,17352,13,1
1006,0,0,1
1007,0,0,1
1008,97295,14,1
1009,195464,33,1
1010,135840,5,1
1011,173956,0,1
1012,184828,0,1
1013,248744,0,1
1014,2108,0,1
1015,73780,0,1
1016,144398,0,1
1017,23188,0,1
1018,61391,1,1
1019,0,0,1
1020,0,0,1
1021,0,0,1
1022,32674,0,1
1023,37944,0,1
1024,0,0,1
1025,0,0,1
1026,0,0,1
1027,0,0,1
1028,0,0,1
1029,0,0,1
1030,0,0,1
1031,0,0,1
1032,0,0,1
1033,68510,0,1
1034,0,0,1
1035,64553,1,1
1036,46376,0,1
1037,52550,0,1
1038,0,0,1
1039,20026,0,1
1040,0,0,1
1041,0,0,1
1042,0,0,1
1043,0,0,1
1044,0,0,1
1045,0,0,1
1046,75951,1,1
1047,0,0,1
1048,23188,0,1
1049,0,0,1
1050,44268,0,1
1051,89590,0,1
1052,42311,1,1
1053,80104,0,1
1054,62186,0,1
1055,26350,0,1
1056,0,0,1
1057,0,0,1
1058,0,0,1
1059,0,0,1
1060,0,0,1
1061,61132,0,1
1062,3162,0,1
1063,31620,0,1
1064,32674,0,1
1065,0,0,1
1066,0,0,1
1067,0,0,1
1068,0,0,1
1069,22134,0,1
1070,0,0,1
1071,108,0,1
1072,0,0,1
1073,8432,0,1
1074,0,0,1
1075,23188,0,1
1076,0,0,1
1077,0,0,1
1078,25296,0,1
1079,0,0,1
1080,51709,1,1
1081,0,0,1
1082,0,0,1
1083,0,0,1
1084,0,0,1
1085,0,0,1
1086,0,0,1
1087,0,0,1
1088,29512,0,1
1089,42160,0,1
1090,0,0,1
1091,0,0,1
1092,10540,0,1
1093,0,0,1
1094,0,0,1
1095,73843,1,1
1096,43214,0,1
1097,23188,0,1
1098,13702,0,1
1099,28717,1,1
1100,25296,0,1
1101,36153,57,1
1102,41106,0,1
1103,44268,0,1
1104,32674,0,1
1105,41106,0,1
1106,37944,0,1
1107,34696,58,1
1108,3297,31,1
1109,25612,33,1
1110,41851,6,1
1111,63240,0,1
1112,2487,14,1
1113,3477,33,1
1114,56412,30,1
1115,57698,1,1
1116,62048,0,1
1117,79776,0,1
1118,116340,0,1
1119,88640,0,1
1120,120772,0,1
1121,105260,0,1
1122,138856,0,1
1123,124372,0,1
1124,108562,0,1
1125,56916,0,1
1126,26392,0,1
1127,0,0,1
1128,60078,0,1
1129,0,0,1
1130,0,0,1
1131,0,0,1
1132,0,0,1
1133,0,0,1
1134,0,0,1
1135,143009,21,1
1136,17655,30,1
1137,828,7,1
1138,54551,1,1
1139,92619,5,1
1140,31431,26,1
1141,46604,32,1
1142,99679,30,1
1143,115312,32,1
1144,121784,30,1
1145,80908,39,1
1146,83603,10,1
1147,56209,26,1
1148,158350,30,1
1149,168,2,1
1150,0,0,1
1151,0,0,1
1152,157545,13,1
1153,64416,33,1
1154,130651,30,1
1155,94593,37,1
1156,155262,31,1
1157,100981,33,1
1158,101907,31,1
1159,73846,16,1
1160,58292,0,1
1161,175469,13,1
1162,118048,0,1
1163,124585,22,1
1164,136536,3,1
1165,119852,39,1
1166,152571,17,1
1167,5270,0,1
1168,0,0,1
1169,0,0,1
1170,0,0,1
1171,0,0,1
1172,0,0,1
1173,0,0,1
1174,0,0,1
1175,0,0,1
1176,0,0,1
1177,0,0,1
1178,0,0,1
1179,0,0,1
1180,0,0,1
1181,0,0,1
1182,0,0,1
1183,0,0,1
1184,0,0,1
1185,0,0,1
1186,0,0,1
1187,0,0,1
1188,0,0,1
1189,0,0,1
1190,0,0,1
1191,0,0,1
1192,0,0,1
1193,0,0,1
1194,0,0,1
1195,0,0,1
1196,0,0,1
1197,0,0,1
1198,0,0,1
1199,0,0,1
1200,0,0,1
1201,0,0,1
1202,0,0,1
1203,0,0,1
1204,0,0,1
1205,0,0,1
1206,0,0,1
1207,0,0,1
1208,0,0,1
1209,0,0,1
1210,0,0,1
1211,0,0,1
1212,0,0,1
1213,0,0,1
1214,0,0,1
1215,0,0,1
1216,0,0,1
1217,0,0,1
1218,0,0,1
1219,0,0,1
1220,0,0,1
1221,0,0,1
1222,0,0,1
1223,0,0,1
1224,0,0,1
1225,0,0,1
1226,0,0,1
1227,0,0,1
1228,23173,30,1
1229,35609,33,1
1230,100790,31,1
1231,3373,32,1
1232,3231,30,1
1233,8298,36,1
1234,16524,30,1
1235,51382,36,1
1236,3209,30,1
1237,3476,33,1
1238,3294,31,1
1239,64670,34,1
1240,122948,31,1
1241,10298,33,1
1242,126286,31,1
1243,87610,32,1
1244,148377,30,1
1245,114715,39,1
1246,151680,30,1
1247,149917,33,1
1248,211217,30,1
1249,84634,33,1
1250,158790,31,1
1251,94932,31,1
1252,174064,22,1
1253,169304,23,1
1254,146522,19,1
1255,144710,12,1
1256,133533,14,1
1257,0,0,1
1258,99150,6,1
1259,115692,9,1
1260,3285,31,1
1261,123110,33,1
1262,27606,30,1
1263,174035,32,1
1264,161673,30,1
1265,174545,39,1
1266,139494,30,1
1267,3402,32,1
1268,115396,31,1
1269,100982,33,1
1270,150433,31,1
1271,154039,31,1
1272,92819,30,1
1273,72085,12,1
1274,88707,9,1
1275,155094,25,1
1276,142559,31,1
1277,150701,34,1
1278,83314,31,1
1279,68774,32,1
1280,141786,31,1
1281,89814,32,1
1282,78573,30,1
1283,222221,31,1
1284,114844,30,1
1285,120907,39,1
1286,108879,26,1
1287,116679,33,1
1288,57521,30,1
1289,150840,33,1
1290,83062,31,1
1291,62097,32,1
1292,171714,31,1
1293,179648,33,1
1294,155025,30,1
1295,150078,37,1
1296,97389,30,1
1297,67335,33,1
1298,10605,18,1
1299,749,9,1
1300,48243,27,1
1301,63606,21,1
1302,8554,11,1
1303,25296,0,1
1304,63421,12,1
1305,3551,34,1
1306,664,5,1
1307,462,3,1
1308,576,7,1
1309,62334,1,1
1310,56186,28,1
1311,1656,4,1
1312,1697,15,1
1313,1108,0,1
1314,73054,10,1
1315,51370,36,1
1316,2957,27,1
1317,2367,23,1
1318,40912,9,1
1319,65452,32,1
1320,59131,26,1
1321,3447,33,1
1322,3092,28,1
1323,54767,26,1
1324,135976,6,1
1325,92554,39,1
1326,39773,30,1
1327,9025,32,1
1328,3488,31,1
1329,3478,33,1
1330,23229,31,1
1331,86130,35,1
1332,69711,30,1
1333,214491,5,1
1334,118618,22,1
1335,136697,37,1
1336,69756,31,1
1337,27853,33,1
1338,142053,32,1
1339,65449,32,1
1340,167271,31,1
1341,147430,32,1
1342,113073,19,1
1343,90904,4,1
1344,59158,0,1
1345,140432,7,1
1346,141961,12,1
1347,138317,18,1
1348,135290,26,1
1349,87364,24,1
1350,149938,0,1
1351,116015,26,1
1352,108221,30,1
1353,141552,33,1
1354,112626,30,1
1355,104669,28,1
1356,200295,28,1
1357,231137,8,1
1358,204068,0,1
1359,116340,0,1
1360,138396,0,1
1361,56092,32,1
1362,136033,30,1
1363,196911,27,1
1364,140140,19,1
1365,82294,1,1
1366,128588,0,1
1367,198997,18,1
1368,130960,30,1
1369,133186,34,1
1370,116063,31,1
1371,40990,31,1
1372,128506,2,1
1373,164584,0,1
1374,118048,0,1
1375,53754,0,1
1376,0,0,1
1377,48484,0,1
1378,148493,1,1
1379,139872,7,1
1380,147364,0,1
1381,142124,0,1
1382,147732,0,1
1383,132804,0,1
1384,147018,0,1
1385,195844,17,1
1386,162097,25,1
1387,58801,32,1
1388,102101,31,1
1389,95441,33,1
1390,90817,31,1
1391,97094,31,1
1392,181552,29,1
1393,135182,34,1
1394,169678,30,1
1395,116516,36,1
1396,160919,11,1
1397,139601,33,1
1398,138317,29,1
1399,70780,13,1
1400,72389,9,1
1401,61866,2,1
1402,118048,0,1
1403,133567,14,1
1404,127705,30,1
1405,159623,17,1
1406,182820,0,1
1407,124096,0,1
1408,149580,0,1
1409,61623,4,1
1410,167675,17,1
1411,107719,32,1
1412,103097,17,1
1413,96106,22,1
1414,107575,30,1
1415,192883,37,1
1416,134766,30,1
1417,99527,22,1
1418,107322,8,1
1419,0,0,1
1420,0,0,1
1421,0,0,1
1422,0,0,1
1423,0,0,1
1424,0,0,1
1425,0,0,1
1426,0,0,1
1427,0,0,1
1428,0,0,1
1429,120772,0,1
1430,67636,7,1
1431,108419,8,1
1432,101172,22,1
1433,108293,7,1
1434,96234,0,1
1435,105400,0,1
1436,118048,0,1
1437,155748,0,1
1438,138054,5,1
1439,149580,0,1
1440,188798,0,1
1441,132568,7,1
1442,59024,0,1
1443,126480,0,1
1444,84320,0,1
1445,114585,39,1
1446,41152,30,1
1447,100369,32,1
1448,59934,27,1
1449,157061,1,1
1450,131830,10,1
1451,67137,32,1
1452,126218,30,1
1453,109844,33,1
1454,41340,22,1
1455,67588,0,1
1456,93084,21,1
1457,158543,33,1
1458,128746,32,1
1459,186659,32,1
1460,95145,31,1
1461,70873,32,1
1462,64361,30,1
1463,99799,32,1
1464,40901,30,1
1465,83689,39,1
1466,126266,31,1
1467,157414,32,1
1468,160627,31,1
1469,205329,33,1
1470,180566,31,1
1471,220540,32,1
1472,197129,30,1
1473,2904,6,1
1474,0,0,1
1475,0,0,1
1476,0,0,1
1477,0,0,1
1478,0,0,1
1479,0,0,1
1480,0,0,1
1481,0,0,1
1482,0,0,1
1483,0,0,1
1484,0,0,1
1485,0,0,1
1486,0,0,1
1487,0,0,1
1488,0,0,1
1489,0,0,1
1490,0,0,1
1491,0,0,1
1492,0,0,1
1493,0,0,1
1494,0,0,1
1495,0,0,1
1496,0,0,1
1497,0,0,1
1498,0,0,1
1499,0,0,1
1500,0,0,1
1501,0,0,1
1502,0,0,1
1503,0,0,1
1504,0,0,1
1505,0,0,1
1506,0,0,1
1507,0,0,1
1508,0,0,1
1509,0,0,1
1510,0,0,1
1511,0,0,1
1512,0,0,1
1513,0,0,1
1514,0,0,1
1515,0,0,1
1516,0,0,1
1517,0,0,1
1518,0,0,1
1519,0,0,1
1520,0,0,1
1521,0,0,1
1522,0,0,1
1523,0,0,1
1524,0,0,1
1525,0,0,1
1526,0,0,1
1527,0,0,1
1528,0,0,1
1529,0,0,1
1530,1108,0,1
1531,201705,32,1
1532,211534,30,1
1533,189621,33,1
1534,186048,30,1
1535,194313,37,1
1536,146792,30,1
1537,75173,33,1
1538,93042,31,1
1539,1827,16,1
1540,0,0,1
1541,0,0,1
1542,0,0,1
1543,0,0,1
1544,0,0,1
1545,0,0,1
1546,0,0,1
1547,0,0,1
1548,59895,1,1
1549,0,0,1
1550,144947,6,1
1551,102568,6,1
1552,114758,15,1
1553,123298,11,1
1554,162316,0,1
1555,178609,23,1
1556,145814,4,1
1557,170131,15,1
1558,207999,13,1
1559,128588,0,1
1560,107508,0,1
1561,129405,7,1
1562,64294,0,1
1563,210002,23,1
1564,209746,0,1
1565,25492,0,1
1566,0,0,1
1567,0,0,1
1568,0,0,1
1569,113321,4,1
1570,144089,6,1
1571,147560,0,1
1572,153884,0,1
1573,207638,0,1
1574,170748,0,1
1575,138571,35,1
1576,86976,4,1
1577,84617,25,1
1578,47615,31,1
1579,19240,34,1
1580,118815,21,1
1581,74236,0,1
1582,194982,0,1
1583,186558,0,1
1584,182342,0,1
1585,213962,0,1
1586,177072,0,1
1587,100130,0,1
1588,97515,16,1
1589,49165,34,1
1590,72049,32,1
1591,114172,32,1
1592,121625,30,1
1593,69822,32,1
1594,125493,30,1
1595,137323,37,1
1596,66439,20,1
1597,81860,0,1
1598,159154,0,1
1599,109679,1,1
1600,77996,0,1
1601,188862,0,1
1602,207638,0,1
1603,164558,0,1
1604,161952,3,1
1605,94860,0,1
1606,85374,0,1
1607,80104,0,1
1608,0,0,1
1609,56916,0,1
1610,118795,27,1
1611,26584,31,1
1612,1796,16,1
1613,0,0,1
1614,110668,0,1
1615,160465,3,1
1616,171802,0,1
1617,98022,0,1
1618,111724,0,1
1619,164906,9,1
1620,145452,0,1
1621,175987,15,1
1622,181294,20,1
1623,34274,3,1
1624,0,0,1
1625,42,0,1
1626,0,0,1
1627,0,0,1
1628,150919,9,1
1629,74906,35,1
1630,138953,31,1
1631,120771,24,1
1632,197242,10,1
1633,82712,16,1
1634,113441,12,1
1635,156762,0,1
1636,102238,0,1
1637,182342,0,1
1638,178126,0,1
1639,116994,0,1
1640,92063,1,1
1641,133369,5,1
1642,83004,30,1
1643,178550,32,1
1644,114031,30,1
1645,161143,24,1
1646,103086,0,1
1647,198206,0,1
1648,8432,0,1
1649,0,0,1
1650,0,0,1
1651,0,0,1
1652,167207,25,1
1653,137675,3,1
1654,180604,0,1
1655,33240,0,1
1656,68696,0,1
1657,63486,0,1
1658,11594,0,1
1659,45322,0,1
1660,61391,1,1
1661,16864,0,1
1662,32479,17,1
1663,109616,0,1
1664,0,0,1
1665,0,0,1
1666,65632,3,1
1667,0,0,1
1668,0,0,1
1669,0,0,1
1670,0,0,1
1671,60246,2,1
1672,0,0,1
1673,107991,22,1
1674,0,0,1
1675,33728,0,1
1676,0,0,1
1677,2243,21,1
1678,26926,7,1
1679,1228,12,1
1680,0,0,1
1681,0,0,1
1682,0,0,1
1683,0,0,1
1684,64806,24,1
1685,17433,4,1
1686,1054,0,1
1687,283,3,1
1688,0,0,1
1689,15810,0,1
1690,0,0,1
1691,41106,0,1
1692,11594,0,1
1693,41834,0,1
1694,44634,0,1
1695,26655,1,1
1696,38768,0,1
1697,36996,15,1
1698,49837,20,1
1699,30520,10,1
1700,49013,23,1
1701,62186,0,1
1702,41115,20,1
1703,45562,32,1
1704,67666,2,1
1705,90426,0,1
1706,114124,0,1
1707,161768,0,1
1708,142032,13,1
1709,121249,13,1
1710,160418,2,1
1711,130696,0,1
1712,217124,0,1
1713,230826,0,1
1714,209580,0,1
1715,0,0,1
1716,168584,9,1
1717,90958,33,1
1718,159223,30,1
1719,123623,33,1
1720,221875,31,1
1721,207351,32,1
1722,151825,31,1
1723,115126,32,1
1724,130253,4,1
1725,0,0,1
1726,231880,0,1
1727,153884,0,1
1728,135573,18,1
1729,117448,0,1
1730,208304,0,1
1731,208340,0,1
1732,174502,5,1
1733,85397,4,1
1734,93336,1,1
1735,93327,37,1
1736,99123,30,1
1737,119458,33,1
1738,147081,14,1
1739,145452,0,1
1740,150981,1,1
1741,77228,1,1
1742,218178,0,1
1743,230621,8,1
1744,185785,11,1
1745,48233,39,1
1746,55299,31,1
1747,126513,33,1
1748,146161,30,1
1749,147580,34,1
1750,158601,31,1
1751,160653,31,1
1752,196021,30,1
1753,3476,33,1
1754,3230,30,1
1755,177316,37,1
1756,182222,30,1
1757,157441,33,1
1758,265673,30,1
1759,145910,13,1
1760,183127,3,1
1761,168848,26,1
1762,102363,13,1
1763,97832,0,1
1764,135464,21,1
1765,51824,12,1
1766,0,0,1
1767,0,0,1
1768,0,0,1
1769,0,0,1
1770,0,0,1
1771,0,0,1
1772,0,0,1
1773,0,0,1
1774,0,0,1
1775,0,0,1
1776,0,0,1
1777,0,0,1
1778,0,0,1
1779,0,0,1
1780,0,0,1
1781,0,0,1
1782,0,0,1
1783,0,0,1
1784,0,0,1
1785,0,0,1
1786,0,0,1
1787,0,0,1
1788,0,0,1
1789,0,0,1
1790,0,0,1
1791,0,0,1
1792,0,0,1
1793,0,0,1
1794,0,0,1
1795,0,0,1
1796,0,0,1
1797,0,0,1
1798,0,0,1
1799,0,0,1
1800,0,0,1
1801,0,0,1
1802,0,0,1
1803,0,0,1
1804,0,0,1
1805,0,0,1
1806,0,0,1
1807,0,0,1
1808,0,0,1
1809,0,0,1
1810,0,0,1
1811,0,0,1
1812,0,0,1
1813,0,0,1
1814,0,0,1
1815,0,0,1
1816,0,0,1
1817,0,0,1
1818,0,0,1
1819,0,0,1
1820,0,0,1
1821,0,0,1
1822,0,0,1
1823,0,0,1
1824,0,0,1
1825,0,0,1
1826,0,0,1
1827,0,0,1
1828,0,0,1
1829,0,0,1
1830,66816,23,1
1831,113970,21,1
1832,55862,0,1
1833,61788,18,1
1834,3230,30,1
1835,2475,21,1
1836,0,0,1
1837,0,0,1
1838,72372,25,1
1839,222637,4,1
1840,166791,1,1
1841,123318,0,1
1842,121560,0,1
1843,154012,0,1
1844,146256,0,1
1845,105053,22,1
1846,43536,25,1
1847,58749,32,1
1848,130237,23,1
1849,89303,29,1
1850,190167,31,1
1851,113009,31,1
1852,222613,30,1
1853,110952,33,1
1854,26430,8,1
1855,141824,0,1
1856,187312,0,1
1857,86401,15,1
1858,66454,31,1
1859,1969,18,1
1860,179745,12,1
1861,141948,33,1
1862,170538,30,1
1863,152498,32,1
1864,161672,30,1
1865,51934,19,1
1866,199642,15,1
1867,173931,23,1
1868,188358,6,1
1869,133858,0,1
1870,40052,0,1
1871,125685,1,1
1872,128767,22,1
1873,204790,33,1
1874,136033,30,1
1875,97372,12,1
1876,81093,13,1
1877,2809,25,1
1878,201082,4,1
1879,127467,19,1
1880,119223,27,1
1881,196917,7,1
1882,119664,0,1
1883,179705,15,1
1884,156343,11,1
1885,113061,3,1
1886,50592,0,1
1887,0,0,1
1888,0,0,1
1889,0,0,1
1890,0,0,1
1891,0,0,1
1892,160835,3,1
1893,141236,0,1
1894,149668,0,1
1895,156641,15,1
1896,116516,7,1
1897,196686,4,1
1898,0,0,1
1899,151446,27,1
1900,98405,32,1
1901,165708,32,1
1902,209153,25,1
1903,200590,23,1
1904,210771,9,1
1905,112778,0,1
1906,99244,2,1
1907,81728,4,1
1908,153886,18,1
1909,206584,0,1
1910,77374,0,1
1911,21303,32,1
1912,85221,30,1
1913,93012,30,1
1914,108055,17,1
1915,141128,37,1
1916,125088,30,1
1917,122033,33,1
1918,117170,30,1
1919,107813,33,1
1920,159219,31,1
1921,257117,9,1
1922,218276,0,1
1923,142882,0,1
1924,130696,0,1
1925,134912,0,1
1926,274040,0,1
1927,208692,0,1
1928,247690,0,1
1929,98022,0,1
1930,120819,16,1
1931,5601,31,1
1932,233351,30,1
1933,225028,33,1
1934,3229,30,1
1935,3779,37,1
1936,3208,30,1
1937,62201,33,1
1938,178732,21,1
1939,109692,0,1
1940,119727,1,1
1941,158050,0,1
1942,131750,0,1
1943,164062,27,1
1944,139530,21,1
1945,101305,13,1
1946,175269,20,1
1947,211928,17,1
1948,173565,7,1
1949,217439,33,1
1950,112965,32,1
1951,85549,28,1
1952,207972,30,1
1953,201246,33,1
1954,240480,2,1
1955,164424,0,1
1956,1054,0,1
1957,0,0,1
1958,72768,0,1
1959,169206,0,1
1960,170925,1,1
1961,139046,0,1
1962,140258,0,1
1963,155612,0,1
1964,161936,0,1
1965,177124,0,1
1966,106987,13,1
1967,82454,32,1
1968,114081,12,1
1969,182806,5,1
1970,155001,1,1
1971,93509,10,1
1972,129584,26,1
1973,222388,7,1
1974,113812,10,1
1975,102349,37,1
1976,214879,30,1
1977,197377,33,1
1978,141599,29,1
1979,94111,33,1
1980,97004,10,1
1981,143327,33,1
1982,130246,30,1
1983,174230,33,1
1984,186049,30,1
1985,96166,18,1
1986,58724,0,1
1987,248151,9,1
1988,100091,17,1
1989,143084,32,1
1990,117408,31,1
1991,119376,32,1
1992,146762,30,1
1993,166384,33,1
1994,5096,5,1
1995,0,0,1
1996,0,0,1
1997,0,0,1
1998,68862,2,1
1999,111006,7,1
2000,119673,14,1
2001,157305,1,1
2002,140757,7,1
2003,94315,13,1
2004,5445,30,1
2005,151277,39,1
2006,129327,23,1
2007,5270,0,1
2008,121119,13,1
2009,86011,33,1
2010,110761,31,1
2011,129641,19,1
2012,105400,0,1
2013,192572,17,1
2014,144170,22,1
2015,96679,28,1
2016,95961,30,1
2017,95441,33,1
2018,219360,10,1
2019,200691,33,1
2020,170840,31,1
2021,168142,34,1
2022,23117,28,1
2023,0,0,1
2024,162775,25,1
2025,187415,39,1
2026,139560,31,1
2027,111987,32,1
2028,143944,30,1
2029,115327,12,1
2030,135058,18,1
2031,196112,31,1
2032,94024,31,1
2033,3477,33,1
2034,3230,30,1
2035,3736,37,1
2036,74160,2,1
2037,165478,0,1
2038,176018,0,1
2039,209746,0,1
2040,150692,0,1
2041,152139,1,1
2042,106368,0,1
2043,115232,0,1
2044,95194,30,1
2045,97428,13,1
2046,114886,0,1
2047,116994,0,1
2048,92752,0,1
2049,89173,25,1
2050,163538,2,1
2051,135835,6,1
2052,190589,7,1
2053,84733,24,1
2054,145487,22,1
2055,134549,38,1
2056,141708,30,1
2057,140869,33,1
2058,116246,30,1
2059,175376,3,1
2060,159811,1,1
2061,167758,15,1
2062,169733,13,1
2063,134744,9,1
2064,71672,0,1
2065,126480,0,1
2066,137245,3,1
2067,168986,4,1
2068,162781,30,1
2069,101320,21,1
2070,159217,1,1
2071,214070,0,1
2072,261392,0,1
2073,204476,0,1
2074,127534,0,1
2075,154938,0,1
2076,137020,0,1
2077,65348,0,1
2078,106669,90,1
2079,108331,7,1
2080,13702,0,1
2081,62186,0,1
2082,43282,30,1
2083,53263,32,1
2084,184941,30,1
2085,90531,17,1
2086,70912,0,1
2087,98972,25,1
2088,107381,30,1
2089,246128,33,1
2090,134921,31,1
2091,144865,32,1
2092,147137,31,1
2093,130573,32,1
2094,86953,30,1
2095,228694,37,1
2096,116226,30,1
2097,91661,17,1
2098,126241,10,1
2099,202166,27,1
2100,62378,12,1
2101,189191,29,1
2102,164915,29,1
2103,11542,3,1
2104,129718,1,1
2105,131026,35,1
2106,146377,20,1
2107,176675,15,1
2108,181710,5,1
2109,161963,13,1
2110,236096,0,1
2111,148649,11,1
2112,110573,27,1
2113,134542,26,1
2114,197306,1,1
2115,181200,18,1
2116,260041,4,1
2117,191828,0,1
2118,82212,0,1
2119,0,0,1
2120,0,0,1
2121,0,0,1
2122,0,0,1
2123,0,0,1
2124,0,0,1
2125,0,0,1
2126,0,0,1
2127,0,0,1
2128,0,0,1
2129,0,0,1
2130,0,0,1
2131,0,0,1
2132,0,0,1
2133,0,0,1
2134,0,0,1
2135,0,0,1
2136,0,0,1
2137,0,0,1
2138,0,0,1
2139,0,0,1
2140,0,0,1
2141,0,0,1
2142,0,0,1
2143,0,0,1
2144,0,0,1
2145,0,0,1
2146,0,0,1
2147,0,0,1
2148,0,0,1
2149,0,0,1
2150,0,0,1
2151,0,0,1
2152,0,0,1
2153,0,0,1
2154,0,0,1
2155,0,0,1
2156,0,0,1
2157,0,0,1
2158,0,0,1
2159,0,0,1
2160,0,0,1
2161,0,0,1
2162,0,0,1
2163,0,0,1
2164,0,0,1
2165,0,0,1
2166,0,0,1
2167,0,0,1
2168,0,0,1
2169,0,0,1
2170,0,0,1
2171,0,0,1
2172,0,0,1
2173,0,0,1
2174,0,0,1
2175,0,0,1
2176,0,0,1
2177,0,0,1
2178,0,0,1
2179,0,0,1
2180,0,0,1
2181,0,0,1
2182,0,0,1
2183,0,0,1
2184,0,0,1
2185,0,0,1
2186,0,0,1
2187,0,0,1
2188,0,0,1
2189,0,0,1
2190,0,0,1
2191,0,0,1
2192,0,0,1
2193,0,0,1
2194,0,0,1
2195,0,0,1
2196,0,0,1
2197,0,0,1
2198,0,0,1
2199,0,0,1
2200,0,0,1
2201,0,0,1
2202,0,0,1
2203,0,0,1
2204,0,0,1
2205,0,0,1
2206,0,0,1
2207,0,0,1
2208,0,0,1
2209,0,0,1
2210,0,0,1
2211,0,0,1
2212,0,0,1
2213,0,0,1
2214,0,0,1
2215,0,0,1
2216,0,0,1
2217,0,0,1
2218,0,0,1
2219,0,0,1
2220,0,0,1
2221,0,0,1
2222,0,0,1
2223,0,0,1
2224,0,0,1
2225,0,0,1
2226,0,0,1
2227,7708,2,1
2228,0,0,1
2229,63752,0,1
2230,138934,10,1
2231,162512,0,1
2232,160215,10,1
2233,119697,27,1
2234,210763,7,1
2235,126480,0,1
2236,193050,2,1
2237,194559,11,1
2238,183149,11,1
2239,155419,11,1
2240,112670,2,1
2241,111983,1,1
2242,114318,0,1
2243,151425,27,1
2244,131977,30,1
2245,238078,39,1
2246,115987,30,1
2247,161478,0,1
2248,164914,33,1
2249,153996,31,1
2250,165584,31,1
2251,117480,34,1
2252,57574,8,1
2253,115982,0,1
2254,171304,7,1
2255,23599,36,1
2256,105225,5,1
2257,103223,12,1
2258,1913,17,1
2259,0,0,1
2260,0,0,1
2261,0,0,1
2262,0,0,1
2263,0,0,1
2264,0,0,1
2265,0,0,1
2266,65104,0,1
2267,81417,1,1
2268,37944,0,1
2269,57118,12,1
2270,1994,18,1
2271,105400,0,1
2272,0,0,1
2273,56701,32,1
2274,28350,8,1
2275,42160,0,1
2276,41174,1,1
2277,28458,0,1
2278,35836,0,1
2279,12648,0,1
2280,73780,0,1
2281,26350,0,1
2282,61391,1,1
2283,0,0,1
2284,66402,0,1
2285,47430,0,1
2286,25296,0,1
2287,61132,0,1
2288,31620,0,1
2289,63807,7,1
2290,948,8,1
2291,97886,0,1
2292,0,0,1
2293,107087,1,1
2294,124022,17,1
2295,10648,11,1
2296,0,0,1
2297,159259,18,1
2298,3228,30,1
2299,17807,32,1
2300,146451,34,1
2301,152036,31,1
2302,179569,32,1
2303,121960,32,1
2304,108321,28,1
2305,4081,41,1
2306,3041,27,1
2307,3402,32,1
2308,3230,30,1
2309,2809,25,1
2310,0,0,1
2311,0,0,1
2312,0,0,1
2313,0,0,1
2314,0,0,1
2315,64264,0,1
2316,148561,20,1
2317,88102,4,1
2318,127420,0,1
2319,111908,0,1
2320,108584,0,1
2321,158444,0,1
2322,144890,26,1
2323,211412,0,1
2324,187513,9,1
2325,135657,6,1
2326,127435,9,1
2327,209484,1,1
2328,147710,12,1
2329,145495,28,1
2330,131814,31,1
2331,101294,32,1
2332,102497,1,1
2333,130696,0,1
2334,139128,0,1
2335,216070,0,1
2336,187612,0,1
2337,176018,0,1
2338,123318,0,1
2339,235765,63,1
2340,239258,0,1
2341,145452,0,1
2342,142549,1,1
2343,0,0,1
2344,0,0,1
2345,104149,43,1
2346,131375,25,1
2347,177226,0,1
2348,142932,0,1
2349,131852,0,1
2350,138206,0,1
2351,112414,18,1
2352,167083,19,1
2353,132478,22,1
2354,209412,0,1
2355,149023,14,1
2356,186144,0,1
2357,178232,0,1
2358,160208,0,1
2359,134912,0,1
2360,184532,4,1
2361,47444,15,1
2362,0,0,1
2363,0,0,1
2364,0,0,1
2365,0,0,1
2366,0,0,1
2367,0,0,1
2368,106454,0,1
2369,138074,0,1
2370,157046,0,1
2371,103050,93,1
2372,148614,0,1
2373,211854,0,1
2374,176018,0,1
2375,222046,75,1
2376,125426,0,1
2377,132804,0,1
2378,38998,0,1
2379,32674,0,1
2380,110714,11,1
2381,117711,36,1
2382,202971,12,1
2383,170748,0,1
2384,140182,0,1
2385,189720,0,1
2386,241544,0,1
2387,139608,0,1
2388,155096,0,1
2389,101184,0,1
2390,142290,0,1
2391,177114,0,1
2392,93011,1,1
2393,8596,15,1
2394,1054,0,1
2395,114886,0,1
2396,0,0,1
2397,0,0,1
2398,0,0,1
2399,0,0,1
